shade_code,color_name,hex_code,L,a,b,lab_source
PANTONE 3285C,,#009384,54.59,-36.50,-1.43,hex
PANTONE 3285U,,#009081,53.52,-36.03,-1.25,hex
PANTONE 3288C,,#007E64,46.76,-36.40,5.85,hex
PANTONE 3288U,,#208776,50.62,-32.69,0.92,hex
PANTONE 328C,,#007168,42.47,-29.30,-2.76,hex
PANTONE 328U,,#137D79,47.22,-28.44,-5.87,hex
PANTONE 3292C,,#005A53,33.85,-24.85,-2.57,hex
PANTONE 3292U,,#346E6A,42.64,-19.99,-3.59,hex
PANTONE 3295C,,#007C6F,46.39,-32.31,-1.18,hex
PANTONE 3295U,,#237E74,47.67,-28.56,-2.21,hex
PANTONE 3298C,,#006752,38.39,-31.32,4.65,hex
PANTONE 3298U,,#387469,44.73,-22.43,0.10,hex
PANTONE 329C,,#00625A,36.88,-26.52,-2.46,hex
PANTONE 329U,,#2E7572,44.97,-22.69,-4.98,hex
PANTONE 3302C,,#00423C,24.39,-20.36,-1.71,hex
PANTONE 3302U,,#41615F,38.72,-12.11,-2.60,hex
PANTONE 3305C,,#004A41,27.51,-22.78,-0.40,hex
PANTONE 3305U,,#466964,41.73,-13.76,-1.20,hex
PANTONE 3308C,,#004236,24.20,-22.36,1.98,hex
PANTONE 3308U,,#48615B,39.04,-10.75,0.38,hex
PANTONE 330C,,#00524D,30.81,-22.82,-3.27,hex
PANTONE 330U,,#446463,39.99,-11.82,-3.17,hex
PANTONE 331C,,#B2E7DF,87.94,-18.50,-1.64,hex
PANTONE 331U,,#93E8D3,86.31,-30.39,2.09,hex
PANTONE 332C,,#9FE4DB,85.99,-23.41,-2.52,hex
PANTONE 332U,,#70E2CB,82.99,-37.99,1.30,hex
PANTONE 333C,,#43D9C7,79.01,-43.01,-2.55,hex
PANTONE 333U,,#00D2B3,75.66,-50.27,3.21,hex
PANTONE 334C,,#009878,55.90,-42.02,7.33,hex
PANTONE 334U,,#00957E,55.07,-39.11,2.72,hex
PANTONE 335C,,#007B63,45.72,-35.37,4.95,hex
PANTONE 335U,,#247E6F,47.55,-29.85,0.57,hex
PANTONE 336C,,#006651,38.01,-31.16,4.73,hex
PANTONE 336U,,#3A7267,44.11,-21.40,0.39,hex
PANTONE 3375C,,#81E0C7,82.97,-33.97,3.46,hex
PANTONE 3375U,,#5FE0B7,81.38,-45.30,9.48,hex
PANTONE 337C,,#94D8C8,81.61,-24.80,1.06,hex
PANTONE 337U,,#82D5BA,79.54,-31.41,5.43,hex
PANTONE 3385C,,#3BD6B2,77.42,-48.15,6.35,hex
PANTONE 3385U,,#3AD4A7,76.54,-50.11,10.96,hex
PANTONE 338C,,#76D1BD,77.95,-31.97,1.44,hex
PANTONE 338U,,#4CC1A1,71.04,-40.59,6.40,hex
PANTONE 3395C,,#00C590,70.83,-53.93,15.15,hex
PANTONE 3395U,,#00C795,71.56,-53.50,13.49,hex
PANTONE 339C,,#00B08B,64.09,-46.91,8.36,hex
PANTONE 339U,,#22AE8A,63.71,-44.30,8.41,hex
PANTONE 3405C,,#00AE68,62.73,-54.21,25.58,hex
PANTONE 3405U,,#00B27A,64.36,-51.82,18.07,hex
PANTONE 340C,,#009460,54.05,-46.33,18.30,hex
PANTONE 340U,,#009E77,57.83,-44.75,10.64,hex
PANTONE 3415C,,#00774B,43.80,-39.87,16.36,hex
PANTONE 3415U,,#308167,48.64,-31.23,6.89,hex
PANTONE 341C,,#007856,44.38,-37.59,10.73,hex
PANTONE 341U,,#347963,46.05,-27.50,5.55,hex
PANTONE 3425C,,#006644,37.70,-34.67,12.17,hex
PANTONE 3425U,,#417764,45.96,-22.83,4.90,hex
PANTONE 342C,,#006A4E,39.34,-33.76,8.43,hex
PANTONE 342U,,#407060,43.54,-20.44,3.80,hex
PANTONE 3435C,,#004731,25.94,-26.24,7.72,hex
PANTONE 3435U,,#4B675B,41.14,-13.11,3.45,hex
PANTONE 343C,,#00533E,30.72,-28.02,6.14,hex
PANTONE 343U,,#48655B,40.31,-13.04,2.23,hex
PANTONE 344C,,#A6DEC1,84.07,-23.79,8.45,hex
PANTONE 344U,,#8ED8AC,80.65,-32.29,14.51,hex
PANTONE 345C,,#89D5AF,79.61,-31.76,11.43,hex
PANTONE 345U,,#6ECD9C,75.68,-39.35,15.83,hex
PANTONE 346C,,#5EC998,73.82,-42.34,15.27,hex
PANTONE 346U,,#4EBD88,69.32,-44.10,17.53,hex
PANTONE 347C,,#009543,53.92,-52.23,33.70,hex
PANTONE 347U,,#169B62,56.58,-47.18,20.64,hex
PANTONE 348C,,#007E3A,45.94,-45.85,28.60,hex
PANTONE 348U,,#34855B,49.81,-35.00,15.48,hex
PANTONE 349C,,#006233,35.93,-36.95,19.88,hex
PANTONE 349U,,#477258,44.34,-21.14,9.78,hex
PANTONE 350C,,#18472C,26.40,-23.26,11.62,hex
PANTONE 350U,,#546758,41.67,-10.46,6.11,hex
PANTONE 351C,,#A7E6C4,86.40,-26.77,10.22,hex
PANTONE 351U,,#93E6B4,85.04,-35.80,16.52,hex
PANTONE 352C,,#87E0B0,82.70,-37.23,15.24,hex
PANTONE 352U,,#70E0A3,81.51,-45.78,20.25,hex
PANTONE 353C,,#6ADCA2,80.10,-45.70,18.79,hex
PANTONE 353U,,#50D691,77.18,-52.15,23.56,hex
PANTONE 354C,,#00AB39,61.15,-60.55,46.74,hex
PANTONE 354U,,#00A95C,60.91,-54.76,29.54,hex
PANTONE 355C,,#009530,53.71,-54.78,42.47,hex
PANTONE 355U,,#19975D,55.20,-46.41,21.56,hex
PANTONE 356C,,#007229,41.52,-44.35,32.07,hex
PANTONE 356U,,#397E58,47.62,-31.23,14.23,hex
PANTONE 357C,,#0F4D2A,28.32,-28.43,15.38,hex
PANTONE 357U,,#516E5A,43.71,-15.09,7.77,hex
PANTONE 358C,,#A5DB92,82.24,-30.77,30.46,hex
PANTONE 358U,,#97D88A,80.47,-35.29,32.08,hex
PANTONE 359C,,#9FD98B,81.21,-32.91,32.63,hex
PANTONE 359U,,#7DCC77,75.37,-41.09,34.87,hex
PANTONE 360C,,#55BE47,68.90,-53.06,49.70,hex
PANTONE 360U,,#5DB860,67.61,-45.41,36.38,hex
PANTONE 361C,,#12AD2B,61.82,-61.49,52.96,hex
PANTONE 361U,,#4DAA50,62.43,-46.30,37.87,hex
PANTONE 362C,,#289728,54.80,-52.10,47.05,hex
PANTONE 362U,,#56944F,55.81,-34.37,30.27,hex
PANTONE 363C,,#2F8927,50.26,-45.84,42.80,hex
PANTONE 363U,,#57854E,51.10,-27.09,24.79,hex
PANTONE 364C,,#317023,41.79,-35.92,35.51,hex
PANTONE 364U,,#5B794E,47.56,-19.51,20.19,hex
PANTONE 365C,,#CCE5A2,87.72,-19.48,30.03,hex
PANTONE 365U,,#C2E692,87.06,-25.74,37.15,hex
PANTONE 366C,,#BCE18D,85.23,-26.18,37.20,hex
PANTONE 366U,,#A8DC7D,82.37,-33.05,41.26,hex
PANTONE 367C,,#A4D867,80.73,-35.15,49.79,hex
PANTONE 367U,,#8FD16A,77.57,-39.12,44.27,hex
PANTONE 368C,,#62BD19,68.80,-52.08,65.23,hex
PANTONE 368U,,#67B346,66.19,-43.49,47.28,hex
PANTONE 369C,,#4FA600,60.72,-49.76,62.14,hex
PANTONE 369U,,#62A044,60.03,-37.16,41.09,hex
PANTONE 370C,,#4F8A10,51.70,-38.16,52.10,hex
PANTONE 370U,,#698A48,53.65,-23.66,31.51,hex
PANTONE 371C,,#4A601C,37.67,-19.62,34.72,hex
PANTONE 371U,,#68724D,46.33,-10.61,19.30,hex
PANTONE 372C,,#D7E9A1,89.53,-17.56,33.09,hex
PANTONE 372U,,#D1F08F,90.72,-25.39,43.53,hex
PANTONE 373C,,#CDE985,88.42,-24.67,45.45,hex
PANTONE 373U,,#B9E972,86.90,-34.12,52.33,hex
PANTONE 374C,,#BAE55F,85.66,-33.65,59.42,hex
PANTONE 374U,,#A6E35F,83.90,-40.15,57.11,hex
PANTONE 375C,,#87D300,77.12,-48.96,75.99,hex
PANTONE 375U,,#73C92D,73.29,-50.48,64.36,hex
PANTONE 376C,,#76B900,68.42,-44.30,68.89,hex
PANTONE 376U,,#70AB37,64.04,-38.29,51.53,hex
PANTONE 377C,,#679000,54.90,-32.03,58.12,hex
PANTONE 377U,,#728F41,55.69,-23.39,37.72,hex
PANTONE 378C,,#4D5A12,35.86,-15.69,37.20,hex
PANTONE 378U,,#747B4D,50.00,-10.56,24.31,hex
PANTONE 379C,,#DDE56C,88.21,-18.95,57.22,hex
PANTONE 379U,,#E7EE7B,91.49,-18.10,54.39,hex
PANTONE 380C,,#D3E13C,86.02,-24.08,73.70,hex
PANTONE 380U,,#D4E458,87.09,-23.55,64.44,hex
PANTONE 381C,,#C8DB00,83.41,-27.17,82.51,hex
PANTONE 381U,,#BAD739,81.48,-29.62,69.74,hex
PANTONE 382C,,#B9D300,80.13,-29.60,79.58,hex
PANTONE 382U,,#99C221,73.20,-34.10,68.34,hex
PANTONE 383C,,#9FAA00,66.61,-20.75,68.68,hex
PANTONE 383U,,#8E9A36,60.90,-18.17,49.23,hex
PANTONE 384C,,#8B9000,57.50,-16.36,61.23,hex
PANTONE 384U,,#868B3C,55.95,-13.32,40.87,hex
PANTONE 385C,,#6E6A12,43.75,-8.87,45.47,hex
PANTONE 385U,,#7E7B4B,50.82,-6.52,26.65,hex
PANTONE 386C,,#E5E96E,89.89,-17.56,58.42,hex
PANTONE 386U,,#EFF178,92.85,-16.68,57.52,hex
PANTONE 387C,,#DEE63A,88.18,-22.06,76.63,hex
PANTONE 387U,,#E3ED55,90.58,-22.04,69.66,hex
PANTONE 388C,,#D7E300,86.70,-24.75,85.43,hex
PANTONE 388U,,#D5E739,87.77,-26.25,76.32,hex
PANTONE 389C,,#C6DB00,83.27,-28.00,82.34,hex
PANTONE 389U,,#BDDC04,82.92,-32.11,81.45,hex
PANTONE 390C,,#B2BC00,73.18,-21.46,74.19,hex
PANTONE 390U,,#97A926,65.82,-22.78,60.31,hex
PANTONE 391C,,#959200,58.93,-12.86,62.66,hex
PANTONE 391U,,#888A3B,55.81,-11.99,41.25,hex
PANTONE 392C,,#7F7800,49.43,-9.03,54.86,hex
PANTONE 392U,,#7E7D41,51.25,-8.75,32.63,hex
PANTONE 3935C,,#F0EB7A,91.39,-13.18,54.90,hex
PANTONE 3935U,,#FCF389,94.57,-11.07,51.91,hex
PANTONE 393C,,#EDEB8F,91.42,-12.35,44.83,hex
PANTONE 393U,,#F8F283,93.93,-12.69,53.89,hex
PANTONE 3945C,,#EFE600,89.37,-16.16,88.24,hex
PANTONE 3945U,,#FCF05F,93.38,-12.81,69.23,hex
PANTONE 394C,,#E9E73F,89.32,-17.81,76.43,hex
PANTONE 394U,,#F2EE56,92.00,-16.41,71.11,hex
PANTONE 3955C,,#ECE100,87.82,-14.98,87.00,hex
PANTONE 3955U,,#FAEB37,91.69,-13.04,81.52,hex
PANTONE 395C,,#E4E400,87.96,-19.81,86.81,hex
PANTONE 395U,,#EDEC3F,90.94,-18.60,78.06,hex
PANTONE 3965C,,#E9DC00,86.26,-13.78,85.76,hex
PANTONE 3965U,,#F8E815,90.66,-13.17,87.61,hex
PANTONE 396C,,#DDDF00,86.08,-20.32,85.19,hex
PANTONE 396U,,#DBE200,86.73,-22.60,85.59,hex
PANTONE 3975C,,#BBA800,68.44,-7.30,71.09,hex
PANTONE 3975U,,#B6A72D,67.85,-7.95,60.79,hex
PANTONE 397C,,#BEB800,73.04,-14.25,74.53,hex
PANTONE 397U,,#A8AA31,67.50,-15.45,58.60,hex
PANTONE 3985C,,#9B8900,56.94,-5.26,61.48,hex
PANTONE 3985U,,#9C903F,59.32,-6.09,43.75,hex
PANTONE 398C,,#ABA200,65.36,-11.32,68.21,hex
PANTONE 398U,,#959539,60.05,-12.30,47.18,hex
PANTONE 3995C,,#6A5B07,38.83,-2.50,44.28,hex
PANTONE 3995U,,#837B4A,51.25,-4.46,27.85,hex
PANTONE 399C,,#998D00,57.87,-8.35,62.05,hex
PANTONE 399U,,#8A8537,54.51,-8.71,41.76,hex
PANTONE 400C,,#CDC9C4,81.15,0.49,2.98,hex
PANTONE 400U,,#C7C1BA,78.36,0.86,4.26,hex
PANTONE 401C,,#BDB8B1,75.00,0.51,4.17,hex
PANTONE 401U,,#B4AEA7,71.40,0.88,4.35,hex
PANTONE 402C,,#ADA59D,68.19,1.45,5.17,hex
PANTONE 402U,,#A39E98,65.36,0.71,3.77,hex
PANTONE 403C,,#988F86,59.93,1.71,5.98,hex
PANTONE 403U,,#928D88,58.92,0.91,3.32,hex
PANTONE 404C,,#7C7369,48.97,1.64,6.79,hex
PANTONE 404U,,#8B8681,56.21,0.93,3.35,hex
PANTONE 405C,,#645A50,38.90,2.20,7.25,hex
PANTONE 405U,,#77726D,48.34,0.96,3.45,hex
PANTONE 406C,,#CAC4C2,79.57,1.73,1.74,hex
PANTONE 406U,,#C7BEBA,77.59,2.45,3.14,hex
PANTONE 407C,,#B2A8A2,69.53,2.53,4.38,hex
PANTONE 407U,,#ABA2A0,67.30,2.89,2.20,hex
PANTONE 408C,,#A59997,64.17,4.04,2.63,hex
PANTONE 408U,,#9D9594,62.34,2.75,1.58,hex
PANTONE 409C,,#948683,57.06,4.73,3.53,hex
PANTONE 409U,,#948B8A,58.60,3.16,1.74,hex
PANTONE 410C,,#7B6E6A,47.50,4.35,4.08,hex
PANTONE 410U,,#8A8280,55.00,2.64,2.16,hex
PANTONE 411C,,#62524E,36.33,5.90,4.81,hex
PANTONE 411U,,#7A726F,48.66,2.52,2.77,hex
PANTONE 412C,,#372B27,18.74,4.78,4.70,hex
PANTONE 412U,,#645C59,39.72,2.63,2.88,hex
PANTONE 413C,,#C8C9C3,80.73,-1.43,2.87,hex
PANTONE 413U,,#BCBDB4,76.30,-1.98,4.42,hex
PANTONE 414C,,#B5B6B0,73.81,-1.46,2.93,hex
PANTONE 414U,,#ABACA5,70.09,-1.65,3.47,hex
PANTONE 415C,,#9D9D96,64.55,-1.31,3.66,hex
PANTONE 415U,,#9D9F99,65.17,-1.86,2.87,hex
PANTONE 416C,,#87887F,56.38,-2.10,4.70,hex
PANTONE 416U,,#91928C,60.31,-1.51,3.05,hex
PANTONE 417C,,#6E6F64,46.45,-2.54,6.00,hex
PANTONE 417U,,#82847F,54.85,-1.73,2.44,hex
PANTONE 418C,,#5A5B51,38.29,-2.42,5.63,hex
PANTONE 418U,,#7A7B75,51.37,-1.56,3.14,hex
PANTONE 419C,,#1F211C,12.37,-2.15,3.07,hex
PANTONE 419U,,#595955,37.71,-0.83,2.31,hex
PANTONE 420C,,#CCCCCC,82.05,-0.00,0.00,hex
PANTONE 420U,,#BDBEBD,76.87,-0.53,0.38,hex
PANTONE 421C,,#BABBBC,75.83,-0.16,-0.63,hex
PANTONE 421U,,#B3B5B5,73.52,-0.70,-0.25,hex
PANTONE 422C,,#A9AAAB,69.56,-0.16,-0.64,hex
PANTONE 422U,,#9EA1A2,66.03,-0.88,-0.89,hex
PANTONE 423C,,#939495,61.27,-0.17,-0.65,hex
PANTONE 423U,,#909496,61.06,-1.05,-1.56,hex
PANTONE 424C,,#767A7D,50.98,-0.88,-2.16,hex
PANTONE 424U,,#88898A,57.04,-0.17,-0.66,hex
PANTONE 425C,,#56595C,37.65,-0.53,-2.14,hex
PANTONE 425U,,#7C7E7F,52.66,-0.55,-0.80,hex
PANTONE 426C,,#212424,13.90,-1.37,-0.47,hex
PANTONE 426U,,#686869,44.04,0.21,-0.56,hex
PANTONE 427C,,#D2D6D9,85.41,-0.80,-1.95,hex
PANTONE 427U,,#C2C7CA,79.94,-1.15,-2.10,hex
PANTONE 428C,,#C3C8CD,80.36,-0.77,-3.09,hex
PANTONE 428U,,#ACB3B8,72.54,-1.47,-3.39,hex
PANTONE 429C,,#A8ADB4,70.53,-0.39,-4.19,hex
PANTONE 429U,,#91999F,62.76,-1.64,-4.13,hex
PANTONE 430C,,#868F98,58.96,-1.36,-5.88,hex
PANTONE 430U,,#808991,56.61,-1.59,-5.40,hex
PANTONE 431C,,#616A74,44.39,-1.14,-6.74,hex
PANTONE 431U,,#737B82,51.18,-1.46,-4.83,hex
PANTONE 432C,,#414B56,31.41,-1.21,-7.84,hex
PANTONE 432U,,#676C73,45.42,-0.38,-4.55,hex
PANTONE 433C,,#212930,16.12,-1.48,-5.71,hex
PANTONE 433U,,#5B5D62,39.47,0.31,-3.13,hex
PANTONE 434C,,#D3C9CE,81.88,4.35,-1.25,hex
PANTONE 434U,,#D6CACB,82.30,4.34,1.00,hex
PANTONE 435C,,#C8BAC0,76.80,6.00,-1.24,hex
PANTONE 435U,,#B7A9AD,70.50,5.75,-0.23,hex
PANTONE 436C,,#B7A6AD,69.72,7.39,-1.37,hex
PANTONE 436U,,#A99B9F,65.26,5.84,-0.23,hex
PANTONE 437C,,#846E74,48.66,9.72,-0.09,hex
PANTONE 437U,,#8D7F83,54.53,6.06,-0.22,hex
PANTONE 438C,,#513E3E,28.23,8.29,3.18,hex
PANTONE 438U,,#817275,49.48,6.38,0.48,hex
PANTONE 439C,,#443535,23.78,6.70,2.55,hex
PANTONE 439U,,#736869,45.03,4.52,1.01,hex
PANTONE 440C,,#392E2C,20.07,4.61,3.16,hex
PANTONE 440U,,#69615F,41.81,2.79,2.29,hex
PANTONE 441C,,#CBD1D4,83.47,-1.48,-2.19,hex
PANTONE 441U,,#B9C2C1,77.73,-3.28,-0.57,hex
PANTONE 442C,,#B3BCC0,75.67,-2.33,-3.09,hex
PANTONE 442U,,#ACB6B6,73.29,-3.47,-1.20,hex
PANTONE 443C,,#99A3A6,66.31,-2.93,-2.77,hex
PANTONE 443U,,#8F9A9B,62.77,-3.72,-1.88,hex
PANTONE 444C,,#7B858A,54.89,-2.60,-3.94,hex
PANTONE 444U,,#7E8689,55.37,-2.31,-2.62,hex
PANTONE 445C,,#4F5559,35.75,-1.46,-3.14,hex
PANTONE 445U,,#6B7173,47.20,-1.84,-1.89,hex
PANTONE 446C,,#3D4242,27.52,-2.07,-0.71,hex
PANTONE 446U,,#636968,43.88,-2.52,-0.24,hex
PANTONE 447C,,#323532,21.78,-2.00,1.44,hex
PANTONE 447U,,#5F625F,41.21,-1.80,1.30,hex
PANTONE 4485C,,#5D4718,31.58,3.83,30.79,hex
PANTONE 4485U,,#7B6F4B,47.09,-1.00,21.77,hex
PANTONE 448C,,#473E26,26.52,-0.13,16.18,hex
PANTONE 448U,,#66614E,41.10,-1.49,11.57,hex
PANTONE 4495C,,#836E2C,47.18,0.19,38.82,hex
PANTONE 4495U,,#90845F,55.34,-1.34,21.66,hex
PANTONE 449C,,#4D4325,28.71,-0.48,19.71,hex
PANTONE 449U,,#716B54,45.17,-1.73,13.77,hex
PANTONE 4505C,,#9B8948,57.39,-1.94,36.99,hex
PANTONE 4505U,,#A39771,62.60,-1.61,21.66,hex
PANTONE 450C,,#514826,30.70,-1.53,21.67,hex
PANTONE 450U,,#7E785A,50.22,-2.82,17.35,hex
PANTONE 4515C,,#B5A570,67.95,-1.99,29.60,hex
PANTONE 4515U,,#B1A57E,67.85,-1.83,21.83,hex
PANTONE 451C,,#9F9B74,63.40,-4.99,21.03,hex
PANTONE 451U,,#929172,59.50,-5.02,16.64,hex
PANTONE 4525C,,#C5BA8E,75.42,-2.99,23.76,hex
PANTONE 4525U,,#C1B58C,73.73,-2.17,22.48,hex
PANTONE 452C,,#B5B292,72.05,-4.34,16.78,hex
PANTONE 452U,,#A8A687,67.54,-4.59,16.35,hex
PANTONE 4535C,,#D4CCAA,81.88,-2.75,17.97,hex
PANTONE 4535U,,#CABE96,77.03,-2.07,21.77,hex
PANTONE 453C,,#C8C5AC,79.15,-3.22,12.93,hex
PANTONE 453U,,#BCB999,74.63,-4.33,16.66,hex
PANTONE 4545C,,#DED9C2,86.53,-2.16,11.95,hex
PANTONE 4545U,,#D6CCA6,81.97,-2.59,20.23,hex
PANTONE 454C,,#D5D3BF,84.22,-2.75,10.15,hex
PANTONE 454U,,#CAC8AC,80.09,-4.06,14.28,hex
PANTONE 455C,,#655415,36.29,-0.30,37.21,hex
PANTONE 455U,,#776F48,46.66,-3.14,22.86,hex
PANTONE 456C,,#977F09,53.79,-1.45,57.43,hex
PANTONE 456U,,#908145,54.09,-2.62,34.34,hex
PANTONE 457C,,#B29200,61.68,0.40,65.88,hex
PANTONE 457U,,#AD9844,63.14,-2.58,46.09,hex
PANTONE 458C,,#DBCA67,80.90,-6.67,50.96,hex
PANTONE 458U,,#CEB964,75.29,-3.49,45.47,hex
PANTONE 459C,,#DFD27C,83.57,-7.23,44.09,hex
PANTONE 459U,,#DDCB77,81.52,-4.94,43.98,hex
PANTONE 460C,,#E5DB97,86.78,-6.53,34.73,hex
PANTONE 460U,,#E8D98B,86.33,-5.69,40.26,hex
PANTONE 461C,,#E7E3B5,89.52,-5.95,23.02,hex
PANTONE 461U,,#EEE29F,89.43,-5.68,34.28,hex
PANTONE 4625C,,#4E2614,20.27,17.02,20.06,hex
PANTONE 4625U,,#715845,39.45,7.40,14.95,hex
PANTONE 462C,,#563F23,28.53,6.27,20.93,hex
PANTONE 462U,,#70624D,42.33,2.08,14.03,hex
PANTONE 4635C,,#905A33,43.48,18.29,31.40,hex
PANTONE 4635U,,#92715E,50.37,10.22,15.54,hex
PANTONE 463C,,#6D4921,34.25,11.02,29.52,hex
PANTONE 463U,,#856F51,48.20,4.13,19.95,hex
PANTONE 4645C,,#B17F5C,57.37,15.08,26.64,hex
PANTONE 4645U,,#A07D6B,55.28,10.90,15.00,hex
PANTONE 464C,,#855723,41.10,14.03,36.81,hex
PANTONE 464U,,#9B7C56,54.09,6.77,25.27,hex
PANTONE 4655C,,#C09477,64.74,12.60,21.71,hex
PANTONE 4655U,,#B28E7B,61.86,10.80,15.30,hex
PANTONE 465C,,#B99C6B,65.87,3.96,29.64,hex
PANTONE 465U,,#B0946F,62.98,5.10,23.48,hex
PANTONE 4665C,,#D1AE97,73.59,9.29,16.57,hex
PANTONE 4665U,,#CAA58E,70.47,10.21,17.05,hex
PANTONE 466C,,#CAB388,73.92,1.90,25.02,hex
PANTONE 466U,,#C1A67F,69.57,4.16,23.87,hex
PANTONE 4675C,,#DDC2B0,80.23,6.73,12.56,hex
PANTONE 4675U,,#DAB9A1,77.39,8.22,16.58,hex
PANTONE 467C,,#D5C4A1,79.73,0.51,19.77,hex
PANTONE 467U,,#D2BA92,76.62,2.60,23.45,hex
PANTONE 4685C,,#E4D2C5,85.31,4.10,8.69,hex
PANTONE 4685U,,#E6CAB4,83.11,6.44,14.60,hex
PANTONE 468C,,#E0D4BB,85.26,0.06,13.86,hex
PANTONE 468U,,#E0CEAA,83.39,0.69,20.21,hex
PANTONE 4695C,,#532821,21.82,19.19,13.66,hex
PANTONE 4695U,,#775C50,41.46,9.16,11.14,hex
PANTONE 469C,,#613418,26.92,17.61,25.96,hex
PANTONE 469U,,#7B604B,42.89,7.81,16.18,hex
PANTONE 4705C,,#7F4C3E,37.90,19.96,17.46,hex
PANTONE 4705U,,#8B6F66,49.27,9.61,9.20,hex
PANTONE 470C,,#9B4D1B,41.78,29.15,42.32,hex
PANTONE 470U,,#A37052,51.82,16.62,24.76,hex
PANTONE 4715C,,#9B6E5F,50.63,15.85,15.47,hex
PANTONE 4715U,,#997D73,54.74,9.20,9.52,hex
PANTONE 471C,,#B75312,47.37,37.24,52.25,hex
PANTONE 471U,,#BE7B54,57.80,22.01,31.95,hex
PANTONE 4725C,,#B28D7F,61.70,11.91,12.80,hex
PANTONE 4725U,,#AE9188,62.53,9.43,8.84,hex
PANTONE 472C,,#E49969,69.68,23.07,36.52,hex
PANTONE 472U,,#DB9271,67.14,23.92,28.73,hex
PANTONE 4735C,,#C5AAA0,71.66,8.19,8.77,hex
PANTONE 4735U,,#BDA195,68.37,8.37,10.06,hex
PANTONE 473C,,#EDB996,78.99,14.13,24.96,hex
PANTONE 473U,,#EEAB88,75.50,20.39,27.76,hex
PANTONE 4745C,,#D4BEB6,78.58,6.46,6.87,hex
PANTONE 4745U,,#CEB4A9,75.22,7.55,9.04,hex
PANTONE 474C,,#EEC5A9,82.37,10.54,19.51,hex
PANTONE 474U,,#F6BD9D,80.97,16.31,24.09,hex
PANTONE 4755C,,#DDCDC7,83.53,4.54,4.98,hex
PANTONE 4755U,,#DCC6BB,81.40,5.93,8.32,hex
PANTONE 475C,,#F0D0BB,85.62,8.00,14.56,hex
PANTONE 475U,,#FACCAD,85.27,11.93,21.59,hex
PANTONE 476C,,#513127,23.98,13.25,12.44,hex
PANTONE 476U,,#6E5E52,41.10,4.39,9.27,hex
PANTONE 477C,,#5E2F24,25.38,20.17,16.62,hex
PANTONE 477U,,#7D6556,44.72,7.23,12.13,hex
PANTONE 478C,,#723629,30.34,25.23,20.37,hex
PANTONE 478U,,#8E6E5C,49.10,10.01,14.91,hex
PANTONE 479C,,#AD806C,57.47,14.66,17.66,hex
PANTONE 479U,,#AC8C7E,60.81,9.94,12.04,hex
PANTONE 480C,,#C8A99A,71.55,8.96,11.94,hex
PANTONE 480U,,#C3A492,69.63,8.59,13.58,hex
PANTONE 481C,,#D5BDB0,78.27,6.42,9.68,hex
PANTONE 481U,,#D3B7A7,76.38,7.51,11.83,hex
PANTONE 482C,,#DDCEC4,83.71,3.52,6.84,hex
PANTONE 482U,,#DFC8B7,82.06,5.35,11.44,hex
PANTONE 483C,,#6A2E22,27.11,25.82,20.49,hex
PANTONE 483U,,#7D5B4F,41.86,12.20,12.39,hex
PANTONE 484C,,#9F2D20,36.66,46.19,35.06,hex
PANTONE 484U,,#A05B4E,46.32,26.84,19.80,hex
PANTONE 485C,,#DC241F,47.73,67.24,50.18,hex
PANTONE 485U,,#E45D50,56.98,51.68,34.33,hex
PANTONE 486C,,#EC9384,69.73,31.91,22.12,hex
PANTONE 486U,,#F08D80,68.85,36.16,23.22,hex
PANTONE 487C,,#ECAB9D,75.70,22.02,16.65,hex
PANTONE 487U,,#F3A293,74.19,28.27,20.13,hex
PANTONE 488C,,#ECBBAF,79.88,15.88,12.80,hex
PANTONE 488U,,#F4B9A9,80.07,19.13,16.40,hex
PANTONE 489C,,#EBCDC3,84.62,8.92,8.84,hex
PANTONE 489U,,#F5C7B8,83.82,14.13,13.68,hex
PANTONE 490C,,#5A272A,22.97,23.76,9.31,hex
PANTONE 490U,,#775554,39.68,13.97,6.18,hex
PANTONE 491C,,#772B2F,29.05,33.61,15.02,hex
PANTONE 491U,,#8E595A,43.70,21.99,8.59,hex
PANTONE 492C,,#91353B,35.76,39.32,17.01,hex
PANTONE 492U,,#9D5D60,46.77,26.50,9.56,hex
PANTONE 493C,,#DC8699,65.41,35.27,4.02,hex
PANTONE 493U,,#C77C89,60.22,30.80,5.33,hex
PANTONE 494C,,#E7A7B6,74.83,25.70,1.68,hex
PANTONE 494U,,#E59AA8,71.28,29.92,4.23,hex
PANTONE 495C,,#EDB8C5,79.80,21.06,0.82,hex
PANTONE 495U,,#F1AFBC,77.87,25.92,2.95,hex
PANTONE 496C,,#EFC4CE,83.07,16.82,0.78,hex
PANTONE 496U,,#F9C2CC,83.49,21.11,2.57,hex
PANTONE 4975C,,#441E1F,16.78,18.38,7.85,hex
PANTONE 4975U,,#745654,39.60,12.10,6.01,hex
PANTONE 497C,,#4E2A28,21.69,16.45,8.59,hex
PANTONE 497U,,#715956,40.13,9.34,5.49,hex
PANTONE 4985C,,#854A50,38.66,25.71,7.47,hex
PANTONE 4985U,,#8F6A6F,48.63,15.56,2.99,hex
PANTONE 498C,,#68322E,27.91,23.71,13.70,hex
PANTONE 498U,,#805D5B,43.02,14.00,6.78,hex
PANTONE 4995C,,#A16971,50.54,23.55,4.82,hex
